  M1  |  M2  |  M   |  T  
   46 |   21 |    7 | 966
   46 |   21 |   21 | 966
   46 |   21 |   23 | 966
   46 |   21 |   46 | 966
   47 |   21 |    3 | 987
   47 |   21 |    7 | 987
   47 |   21 |   21 | 987
   47 |   21 |   47 | 987
    1 |   22 |    2 | 22
    1 |   22 |   11 | 22
    1 |   22 |   22 | 22
    3 |   22 |    2 | 66
    3 |   22 |    3 | 66
    3 |   22 |   11 | 66
    3 |   22 |   22 | 66
    4 |   22 |    2 | 44
    5 |   22 |    2 | 110
    5 |   22 |    5 | 110
    5 |   22 |   11 | 110
    5 |   22 |   22 | 110
    6 |   22 |    3 | 66
    7 |   22 |    2 | 154
    7 |   22 |    7 | 154
    7 |   22 |   11 | 154
    7 |   22 |   22 | 154
    8 |   22 |    2 | 88
    8 |   22 |    4 | 88
    9 |   22 |    2 | 198
    9 |   22 |    3 | 198
    9 |   22 |    9 | 198
    9 |   22 |   11 | 198
    9 |   22 |   22 | 198
   12 |   22 |    2 | 132
   13 |   22 |    2 | 286
   13 |   22 |   11 | 286
   13 |   22 |   13 | 286
   13 |   22 |   22 | 286
   15 |   22 |    2 | 330
   15 |   22 |    3 | 330
   15 |   22 |    5 | 330
   15 |   22 |   11 | 330
   15 |   22 |   15 | 330
   15 |   22 |   22 | 330
   16 |   22 |    2 | 176
   16 |   22 |    4 | 176
   17 |   22 |    2 | 374
   17 |   22 |   11 | 374
   17 |   22 |   17 | 374
   17 |   22 |   22 | 374
   19 |   22 |    2 | 418
   19 |   22 |   11 | 418
   19 |   22 |   19 | 418
   19 |   22 |   22 | 418
   20 |   22 |    5 | 220
   21 |   22 |    2 | 462
   21 |   22 |    3 | 462
   21 |   22 |    7 | 462
   21 |   22 |   11 | 462
   21 |   22 |   21 | 462
   21 |   22 |   22 | 462
   23 |   22 |    2 | 506
   23 |   22 |   11 | 506
   23 |   22 |   22 | 506
   23 |   22 |   23 | 506
   24 |   22 |    2 | 264
   25 |   22 |    2 | 550
   25 |   22 |    5 | 550
   25 |   22 |   11 | 550
   25 |   22 |   22 | 550
   25 |   22 |   25 | 550
   27 |   22 |    2 | 594
   27 |   22 |    3 | 594
   27 |   22 |    9 | 594
   27 |   22 |   11 | 594
   27 |   22 |   22 | 594
   27 |   22 |   27 | 594
   29 |   22 |    2 | 638
   29 |   22 |   11 | 638
   29 |   22 |   22 | 638
   29 |   22 |   29 | 638
   31 |   22 |    2 | 682
   31 |   22 |   11 | 682
   31 |   22 |   22 | 682
   31 |   22 |   31 | 682
   35 |   22 |    2 | 770
   35 |   22 |    5 | 770
   35 |   22 |    7 | 770
   35 |   22 |   11 | 770
   35 |   22 |   22 | 770
   35 |   22 |   35 | 770
   37 |   22 |    2 | 814
   37 |   22 |   11 | 814
   37 |   22 |   22 | 814
   37 |   22 |   37 | 814
   39 |   22 |    2 | 858
   39 |   22 |    3 | 858
   39 |   22 |   11 | 858
   39 |   22 |   13 | 858
   39 |   22 |   22 | 858
   39 |   22 |   39 | 858
   41 |   22 |    2 | 902
   41 |   22 |   11 | 902
   41 |   22 |   22 | 902
   41 |   22 |   41 | 902
   43 |   22 |    2 | 946
   43 |   22 |   11 | 946
   43 |   22 |   22 | 946
   43 |   22 |   43 | 946
   45 |   22 |    2 | 990
   45 |   22 |    3 | 990
   45 |   22 |    5 | 990
   45 |   22 |    9 | 990
   45 |   22 |   11 | 990
   45 |   22 |   15 | 990
   45 |   22 |   22 | 990
   45 |   22 |   45 | 990
   47 |   22 |    2 | 1034
   47 |   22 |   11 | 1034
   47 |   22 |   22 | 1034
   47 |   22 |   47 | 1034
   49 |   22 |    2 | 1078
   49 |   22 |    7 | 1078
   49 |   22 |   11 | 1078
   49 |   22 |   22 | 1078
   49 |   22 |   49 | 1078
    1 |   23 |   23 | 23
    2 |   23 |    2 | 46
    2 |   23 |   23 | 46
    3 |   23 |    3 | 69
    3 |   23 |   23 | 69
    4 |   23 |    2 | 92
    4 |   23 |    4 | 92
    4 |   23 |   23 | 92
    5 |   23 |    5 | 115
    5 |   23 |   23 | 115
    6 |   23 |    2 | 138
    6 |   23 |    3 | 138
    6 |   23 |    6 | 138
    6 |   23 |   23 | 138
    7 |   23 |    7 | 161
    7 |   23 |   23 | 161
    8 |   23 |    2 | 184
    8 |   23 |    4 | 184
    8 |   23 |    8 | 184
    8 |   23 |   23 | 184
    9 |   23 |    3 | 207
    9 |   23 |    9 | 207
    9 |   23 |   23 | 207
   10 |   23 |    2 | 230
   10 |   23 |    5 | 230
   10 |   23 |   10 | 230
   10 |   23 |   23 | 230
   11 |   23 |   11 | 253
   11 |   23 |   23 | 253
   12 |   23 |    2 | 276
   12 |   23 |    3 | 276
   12 |   23 |    4 | 276
   12 |   23 |    6 | 276
   12 |   23 |   12 | 276
   12 |   23 |   23 | 276
   13 |   23 |   13 | 299
   13 |   23 |   23 | 299
   14 |   23 |    2 | 322
   14 |   23 |    7 | 322
   14 |   23 |   14 | 322
   14 |   23 |   23 | 322
   15 |   23 |    3 | 345
   15 |   23 |    5 | 345
   15 |   23 |   15 | 345
   15 |   23 |   23 | 345
   16 |   23 |    2 | 368
   16 |   23 |    4 | 368
   16 |   23 |    8 | 368
   16 |   23 |   16 | 368
   16 |   23 |   23 | 368
   17 |   23 |   17 | 391
   17 |   23 |   23 | 391
   18 |   23 |    2 | 414
   18 |   23 |    3 | 414
   18 |   23 |    6 | 414
   18 |   23 |    9 | 414
   18 |   23 |   18 | 414
   18 |   23 |   23 | 414
   19 |   23 |   19 | 437
   19 |   23 |   23 | 437
   20 |   23 |    2 | 460
   20 |   23 |    4 | 460
   20 |   23 |    5 | 460
   20 |   23 |   10 | 460
   20 |   23 |   20 | 460
   20 |   23 |   23 | 460
   21 |   23 |    3 | 483
   21 |   23 |    7 | 483
   21 |   23 |   21 | 483
   21 |   23 |   23 | 483
   22 |   23 |    2 | 506
   22 |   23 |   11 | 506
   22 |   23 |   22 | 506
   22 |   23 |   23 | 506
   24 |   23 |    2 | 552
   24 |   23 |    3 | 552
   24 |   23 |    4 | 552
   24 |   23 |    6 | 552
   24 |   23 |    8 | 552
   24 |   23 |   12 | 552
   24 |   23 |   23 | 552
   24 |   23 |   24 | 552
   25 |   23 |    5 | 575
   25 |   23 |   23 | 575
   25 |   23 |   25 | 575
   26 |   23 |    2 | 598
   26 |   23 |   13 | 598
   26 |   23 |   23 | 598
   26 |   23 |   26 | 598
   27 |   23 |    3 | 621
   27 |   23 |    9 | 621
   27 |   23 |   23 | 621
   27 |   23 |   27 | 621
   28 |   23 |    2 | 644
   28 |   23 |    4 | 644
   28 |   23 |    7 | 644
   28 |   23 |   14 | 644
   28 |   23 |   23 | 644
   28 |   23 |   28 | 644
   29 |   23 |   23 | 667
   29 |   23 |   29 | 667
   30 |   23 |    2 | 690
   30 |   23 |    3 | 690
   30 |   23 |    5 | 690
   30 |   23 |    6 | 690
   30 |   23 |   10 | 690
   30 |   23 |   15 | 690
   30 |   23 |   23 | 690
   30 |   23 |   30 | 690
   31 |   23 |   23 | 713
   31 |   23 |   31 | 713
   32 |   23 |    2 | 736
   32 |   23 |    4 | 736
   32 |   23 |    8 | 736
   32 |   23 |   16 | 736
   32 |   23 |   23 | 736
   32 |   23 |   32 | 736
   33 |   23 |    3 | 759
   33 |   23 |   11 | 759
   33 |   23 |   23 | 759
   33 |   23 |   33 | 759
   34 |   23 |    2 | 782
   34 |   23 |   17 | 782
   34 |   23 |   23 | 782
   34 |   23 |   34 | 782
   35 |   23 |    5 | 805
   35 |   23 |    7 | 805
   35 |   23 |   23 | 805
   35 |   23 |   35 | 805
   36 |   23 |    2 | 828
   36 |   23 |    3 | 828
   36 |   23 |    4 | 828
   36 |   23 |    6 | 828
   36 |   23 |    9 | 828
   36 |   23 |   12 | 828
   36 |   23 |   18 | 828
   36 |   23 |   23 | 828
   36 |   23 |   36 | 828
   37 |   23 |   23 | 851
   37 |   23 |   37 | 851
   38 |   23 |    2 | 874
   38 |   23 |   19 | 874
   38 |   23 |   23 | 874
   38 |   23 |   38 | 874
   39 |   23 |    3 | 897
   39 |   23 |   13 | 897
   39 |   23 |   23 | 897
   39 |   23 |   39 | 897
   40 |   23 |    2 | 920
   40 |   23 |    4 | 920
   40 |   23 |    5 | 920
   40 |   23 |    8 | 920
   40 |   23 |   10 | 920
   40 |   23 |   20 | 920
   40 |   23 |   23 | 920
   40 |   23 |   40 | 920
   41 |   23 |   23 | 943
   41 |   23 |   41 | 943
   42 |   23 |    2 | 966
   42 |   23 |    3 | 966
   42 |   23 |    6 | 966
   42 |   23 |    7 | 966
   42 |   23 |   14 | 966
   42 |   23 |   21 | 966
   42 |   23 |   23 | 966
   42 |   23 |   42 | 966
   43 |   23 |   23 | 989
   43 |   23 |   43 | 989
   44 |   23 |    2 | 1012
   44 |   23 |    4 | 1012
   44 |   23 |   11 | 1012
   44 |   23 |   22 | 1012
   44 |   23 |   23 | 1012
   44 |   23 |   44 | 1012
   45 |   23 |    3 | 1035
   45 |   23 |    5 | 1035
   45 |   23 |    9 | 1035
   45 |   23 |   15 | 1035
   45 |   23 |   23 | 1035
   45 |   23 |   45 | 1035
   46 |   23 |    2 | 46
   47 |   23 |   23 | 1081
   47 |   23 |   47 | 1081
   48 |   23 |    2 | 1104
   48 |   23 |    3 | 1104
   48 |   23 |    4 | 1104
   48 |   23 |    6 | 1104
   48 |   23 |    8 | 1104
   48 |   23 |   12 | 1104
   48 |   23 |   16 | 1104
   48 |   23 |   23 | 1104
   48 |   23 |   24 | 1104
   48 |   23 |   48 | 1104
   49 |   23 |    7 | 1127
   49 |   23 |   23 | 1127
   49 |   23 |   49 | 1127
    1 |   24 |    2 | 24
    1 |   24 |    3 | 24
    1 |   24 |    4 | 24
    1 |   24 |    6 | 24
    1 |   24 |    8 | 24
    1 |   24 |   12 | 24
    1 |   24 |   24 | 24
    3 |   24 |    2 | 24
    5 |   24 |    2 | 120
    5 |   24 |    3 | 120
    5 |   24 |    4 | 120
    5 |   24 |    5 | 120
    5 |   24 |    6 | 120
    5 |   24 |    8 | 120
    5 |   24 |   12 | 120
    5 |   24 |   24 | 120
    7 |   24 |    2 | 168
    7 |   24 |    3 | 168
    7 |   24 |    4 | 168
    7 |   24 |    6 | 168
    7 |   24 |    7 | 168
    7 |   24 |    8 | 168
    7 |   24 |   12 | 168
    7 |   24 |   24 | 168
    9 |   24 |    3 | 72
   10 |   24 |    2 | 120
   11 |   24 |    2 | 264
   11 |   24 |    3 | 264
   11 |   24 |    4 | 264
   11 |   24 |    6 | 264
   11 |   24 |    8 | 264
   11 |   24 |   11 | 264
   11 |   24 |   12 | 264
   11 |   24 |   24 | 264
   13 |   24 |    2 | 312
   13 |   24 |    3 | 312
   13 |   24 |    4 | 312
   13 |   24 |    6 | 312
   13 |   24 |    8 | 312
   13 |   24 |   12 | 312
   13 |   24 |   13 | 312
   13 |   24 |   24 | 312
   16 |   24 |    2 | 48
   17 |   24 |    2 | 408
   17 |   24 |    3 | 408
   17 |   24 |    4 | 408
   17 |   24 |    6 | 408
   17 |   24 |    8 | 408
   17 |   24 |   12 | 408
   17 |   24 |   17 | 408
   17 |   24 |   24 | 408
   18 |   24 |    2 | 72
   19 |   24 |    2 | 456
   19 |   24 |    3 | 456
   19 |   24 |    4 | 456
   19 |   24 |    6 | 456
   19 |   24 |    8 | 456
   19 |   24 |   12 | 456
   19 |   24 |   19 | 456
   19 |   24 |   24 | 456
   23 |   24 |    2 | 552
   23 |   24 |    3 | 552
   23 |   24 |    4 | 552
   23 |   24 |    6 | 552
   23 |   24 |    8 | 552
   23 |   24 |   12 | 552
   23 |   24 |   23 | 552
   23 |   24 |   24 | 552
   24 |   24 |    3 | 24
   25 |   24 |    2 | 600
   25 |   24 |    3 | 600
   25 |   24 |    4 | 600
   25 |   24 |    5 | 600
   25 |   24 |    6 | 600
   25 |   24 |    8 | 600
   25 |   24 |   12 | 600
   25 |   24 |   24 | 600
   25 |   24 |   25 | 600
   29 |   24 |    2 | 696
   29 |   24 |    3 | 696
   29 |   24 |    4 | 696
   29 |   24 |    6 | 696
   29 |   24 |    8 | 696
   29 |   24 |   12 | 696
   29 |   24 |   24 | 696
   29 |   24 |   29 | 696
   31 |   24 |    2 | 744
   31 |   24 |    3 | 744
   31 |   24 |    4 | 744
   31 |   24 |    6 | 744
   31 |   24 |    8 | 744
   31 |   24 |   12 | 744
   31 |   24 |   24 | 744
   31 |   24 |   31 | 744
   33 |   24 |    2 | 264
   34 |   24 |    2 | 408
   34 |   24 |    3 | 408
   34 |   24 |    6 | 408
   35 |   24 |    2 | 840
   35 |   24 |    3 | 840
   35 |   24 |    4 | 840
   35 |   24 |    5 | 840
   35 |   24 |    6 | 840
   35 |   24 |    7 | 840
   35 |   24 |    8 | 840
   35 |   24 |   12 | 840
   35 |   24 |   24 | 840
   35 |   24 |   35 | 840
   37 |   24 |    2 | 888
   37 |   24 |    3 | 888
   37 |   24 |    4 | 888
   37 |   24 |    6 | 888
   37 |   24 |    8 | 888
   37 |   24 |   12 | 888
   37 |   24 |   24 | 888
   37 |   24 |   37 | 888
   39 |   24 |    2 | 312
   41 |   24 |    2 | 984
   41 |   24 |    3 | 984
   41 |   24 |    4 | 984
   41 |   24 |    6 | 984
   41 |   24 |    8 | 984
   41 |   24 |   12 | 984
   41 |   24 |   24 | 984
   41 |   24 |   41 | 984
   43 |   24 |    2 | 1032
   43 |   24 |    3 | 1032
   43 |   24 |    4 | 1032
   43 |   24 |    6 | 1032
   43 |   24 |    8 | 1032
   43 |   24 |   12 | 1032
   43 |   24 |   24 | 1032
   43 |   24 |   43 | 1032
   44 |   24 |    2 | 264
   46 |   24 |    2 | 552
   47 |   24 |    2 | 1128
   47 |   24 |    3 | 1128
   47 |   24 |    4 | 1128
   47 |   24 |    6 | 1128
   47 |   24 |    8 | 1128
   47 |   24 |   12 | 1128
   47 |   24 |   24 | 1128
   47 |   24 |   47 | 1128
   49 |   24 |    2 | 1176
   49 |   24 |    3 | 1176
   49 |   24 |    4 | 1176
   49 |   24 |    6 | 1176
   49 |   24 |    7 | 1176
   49 |   24 |    8 | 1176
   49 |   24 |   12 | 1176
   49 |   24 |   24 | 1176
   49 |   24 |   49 | 1176
    1 |   25 |    5 | 25
    1 |   25 |   25 | 25
    2 |   25 |    2 | 50
    2 |   25 |    5 | 50
    2 |   25 |   25 | 50
    3 |   25 |    3 | 75
    3 |   25 |    5 | 75
    3 |   25 |   25 | 75
    4 |   25 |    2 | 100
    4 |   25 |    4 | 100
    4 |   25 |    5 | 100
    4 |   25 |   25 | 100
    6 |   25 |    2 | 150
    6 |   25 |    3 | 150
    6 |   25 |    5 | 150
    6 |   25 |    6 | 150
    6 |   25 |   25 | 150
    7 |   25 |    5 | 175
    7 |   25 |    7 | 175
    7 |   25 |   25 | 175
    8 |   25 |    2 | 200
    8 |   25 |    4 | 200
    8 |   25 |    5 | 200
    8 |   25 |    8 | 200
    8 |   25 |   25 | 200
    9 |   25 |    3 | 225
    9 |   25 |    5 | 225
    9 |   25 |    9 | 225
    9 |   25 |   25 | 225
   11 |   25 |    5 | 275
   11 |   25 |   11 | 275
   11 |   25 |   25 | 275
   12 |   25 |    2 | 300
   12 |   25 |    3 | 300
   12 |   25 |    4 | 300
   12 |   25 |    5 | 300
   12 |   25 |    6 | 300
   12 |   25 |   12 | 300
   12 |   25 |   25 | 300
   13 |   25 |    5 | 325
   13 |   25 |   13 | 325
   13 |   25 |   25 | 325
   14 |   25 |    2 | 350
   14 |   25 |    5 | 350
   14 |   25 |    7 | 350
   14 |   25 |   14 | 350
   14 |   25 |   25 | 350
   16 |   25 |    2 | 400
   16 |   25 |    4 | 400
   16 |   25 |    5 | 400
   16 |   25 |    8 | 400
   16 |   25 |   16 | 400
   16 |   25 |   25 | 400
   17 |   25 |    5 | 425
   17 |   25 |   17 | 425
   17 |   25 |   25 | 425
   18 |   25 |    2 | 450
   18 |   25 |    3 | 450
   18 |   25 |    5 | 450
   18 |   25 |    6 | 450
   18 |   25 |    9 | 450
   18 |   25 |   18 | 450
   18 |   25 |   25 | 450
   19 |   25 |    5 | 475
   19 |   25 |   19 | 475
   19 |   25 |   25 | 475
   21 |   25 |    3 | 525
   21 |   25 |    5 | 525
   21 |   25 |    7 | 525
   21 |   25 |   21 | 525
   21 |   25 |   25 | 525
   22 |   25 |    2 | 550
   22 |   25 |    5 | 550
   22 |   25 |   11 | 550
   22 |   25 |   22 | 550
   22 |   25 |   25 | 550
   23 |   25 |    5 | 575
   23 |   25 |   23 | 575
   23 |   25 |   25 | 575
   24 |   25 |    2 | 600
   24 |   25 |    3 | 600
   24 |   25 |    4 | 600
   24 |   25 |    5 | 600
   24 |   25 |    6 | 600
   24 |   25 |    8 | 600
   24 |   25 |   12 | 600
   24 |   25 |   24 | 600
   24 |   25 |   25 | 600
   26 |   25 |    2 | 650
   26 |   25 |    5 | 650
   26 |   25 |   13 | 650
   26 |   25 |   25 | 650
   26 |   25 |   26 | 650
   27 |   25 |    3 | 675
   27 |   25 |    5 | 675
   27 |   25 |    9 | 675
   27 |   25 |   25 | 675
   27 |   25 |   27 | 675
   28 |   25 |    2 | 700
   28 |   25 |    4 | 700
   28 |   25 |    5 | 700
   28 |   25 |    7 | 700
   28 |   25 |   14 | 700
   28 |   25 |   25 | 700
   28 |   25 |   28 | 700
   29 |   25 |    5 | 725
   29 |   25 |   25 | 725
   29 |   25 |   29 | 725
   31 |   25 |    5 | 775
   31 |   25 |   25 | 775
   31 |   25 |   31 | 775
   32 |   25 |    2 | 800
   32 |   25 |    4 | 800
   32 |   25 |    5 | 800
   32 |   25 |    8 | 800
   32 |   25 |   16 | 800
   32 |   25 |   25 | 800
   32 |   25 |   32 | 800
   33 |   25 |    3 | 825
   33 |   25 |    5 | 825
   33 |   25 |   11 | 825
   33 |   25 |   25 | 825
   33 |   25 |   33 | 825
   34 |   25 |    2 | 850
   34 |   25 |    5 | 850
   34 |   25 |   17 | 850
   34 |   25 |   25 | 850
   34 |   25 |   34 | 850
   36 |   25 |    2 | 900
   36 |   25 |    3 | 900
   36 |   25 |    4 | 900
   36 |   25 |    5 | 900
   36 |   25 |    6 | 900
   36 |   25 |    9 | 900
   36 |   25 |   12 | 900
   36 |   25 |   18 | 900
   36 |   25 |   25 | 900
   36 |   25 |   36 | 900
   37 |   25 |    5 | 925
   37 |   25 |   25 | 925
   37 |   25 |   37 | 925
   38 |   25 |    2 | 950
   38 |   25 |    5 | 950
   38 |   25 |   19 | 950
   38 |   25 |   25 | 950
   38 |   25 |   38 | 950
   39 |   25 |    3 | 975
   39 |   25 |    5 | 975
   39 |   25 |   13 | 975
   39 |   25 |   25 | 975
   39 |   25 |   39 | 975
   41 |   25 |    5 | 1025
   41 |   25 |   25 | 1025
   41 |   25 |   41 | 1025
   42 |   25 |    2 | 1050
   42 |   25 |    3 | 1050
   42 |   25 |    5 | 1050
   42 |   25 |    6 | 1050
   42 |   25 |    7 | 1050
   42 |   25 |   14 | 1050
   42 |   25 |   21 | 1050
   42 |   25 |   25 | 1050
   42 |   25 |   42 | 1050
   43 |   25 |    5 | 1075
   43 |   25 |   25 | 1075
   43 |   25 |   43 | 1075
   44 |   25 |    2 | 1100
   44 |   25 |    4 | 1100
   44 |   25 |    5 | 1100
   44 |   25 |   11 | 1100
   44 |   25 |   22 | 1100
   44 |   25 |   25 | 1100
   44 |   25 |   44 | 1100
   46 |   25 |    2 | 1150
   46 |   25 |    5 | 1150
   46 |   25 |   23 | 1150
   46 |   25 |   25 | 1150
   46 |   25 |   46 | 1150
   47 |   25 |    5 | 1175
   47 |   25 |   25 | 1175
   47 |   25 |   47 | 1175
   48 |   25 |    2 | 1200
   48 |   25 |    3 | 1200
   48 |   25 |    4 | 1200
   48 |   25 |    5 | 1200
   48 |   25 |    6 | 1200
   48 |   25 |    8 | 1200
   48 |   25 |   12 | 1200
   48 |   25 |   16 | 1200
   48 |   25 |   24 | 1200
   48 |   25 |   25 | 1200
   48 |   25 |   48 | 1200
   49 |   25 |    5 | 1225
   49 |   25 |    7 | 1225
   49 |   25 |   25 | 1225
   49 |   25 |   49 | 1225
    1 |   26 |    2 | 26
    1 |   26 |   13 | 26
    1 |   26 |   26 | 26
    3 |   26 |    2 | 78
    3 |   26 |    3 | 78
    3 |   26 |   13 | 78
    3 |   26 |   26 | 78
    4 |   26 |    2 | 52
    5 |   26 |    2 | 130
    5 |   26 |    5 | 130
    5 |   26 |   13 | 130
    5 |   26 |   26 | 130
    7 |   26 |    2 | 182
    7 |   26 |    7 | 182
    7 |   26 |   13 | 182
    7 |   26 |   26 | 182
    9 |   26 |    2 | 234
    9 |   26 |    3 | 234
    9 |   26 |    9 | 234
    9 |   26 |   13 | 234
    9 |   26 |   26 | 234
   11 |   26 |    2 | 286
   11 |   26 |   11 | 286
   11 |   26 |   13 | 286
   11 |   26 |   26 | 286
   12 |   26 |    3 | 156
   15 |   26 |    2 | 390
   15 |   26 |    3 | 390
   15 |   26 |    5 | 390
   15 |   26 |   13 | 390
   15 |   26 |   15 | 390
   15 |   26 |   26 | 390
   16 |   26 |    2 | 208
   16 |   26 |    4 | 208
   17 |   26 |    2 | 442
   17 |   26 |   13 | 442
   17 |   26 |   17 | 442
   17 |   26 |   26 | 442
   19 |   26 |    2 | 494
   19 |   26 |   13 | 494
   19 |   26 |   19 | 494
   19 |   26 |   26 | 494
   21 |   26 |    2 | 546
   21 |   26 |    3 | 546
   21 |   26 |    7 | 546
   21 |   26 |   13 | 546
   21 |   26 |   21 | 546
   21 |   26 |   26 | 546
   23 |   26 |    2 | 598
   23 |   26 |   13 | 598
   23 |   26 |   23 | 598
   23 |   26 |   26 | 598
   25 |   26 |    2 | 650
   25 |   26 |    5 | 650
   25 |   26 |   13 | 650
   25 |   26 |   25 | 650
   25 |   26 |   26 | 650
   27 |   26 |    2 | 702
   27 |   26 |    3 | 702
   27 |   26 |    9 | 702
   27 |   26 |   13 | 702
   27 |   26 |   26 | 702
   27 |   26 |   27 | 702
   29 |   26 |    2 | 754
   29 |   26 |   13 | 754
   29 |   26 |   26 | 754
   29 |   26 |   29 | 754
   31 |   26 |    2 | 806
   31 |   26 |   13 | 806
   31 |   26 |   26 | 806
   31 |   26 |   31 | 806
   33 |   26 |    2 | 858
   33 |   26 |    3 | 858
   33 |   26 |   11 | 858
   33 |   26 |   13 | 858
   33 |   26 |   26 | 858
   33 |   26 |   33 | 858
   35 |   26 |    2 | 910
   35 |   26 |    5 | 910
   35 |   26 |    7 | 910
   35 |   26 |   13 | 910
   35 |   26 |   26 | 910
   35 |   26 |   35 | 910
   36 |   26 |    2 | 468
   37 |   26 |    2 | 962
   37 |   26 |   13 | 962
   37 |   26 |   26 | 962
   37 |   26 |   37 | 962
   39 |   26 |    2 | 78
   40 |   26 |    2 | 520
   41 |   26 |    2 | 1066
   41 |   26 |   13 | 1066
   41 |   26 |   26 | 1066
   41 |   26 |   41 | 1066
   43 |   26 |    2 | 1118
   43 |   26 |   13 | 1118
   43 |   26 |   26 | 1118
   43 |   26 |   43 | 1118
   45 |   26 |    2 | 1170
   45 |   26 |    3 | 1170
   45 |   26 |    5 | 1170
   45 |   26 |    9 | 1170
   45 |   26 |   13 | 1170
   45 |   26 |   15 | 1170
   45 |   26 |   26 | 1170
   45 |   26 |   45 | 1170
   47 |   26 |    2 | 1222
   47 |   26 |   13 | 1222
   47 |   26 |   26 | 1222
   47 |   26 |   47 | 1222
   49 |   26 |    2 | 1274
   49 |   26 |    7 | 1274
   49 |   26 |   13 | 1274
   49 |   26 |   26 | 1274
   49 |   26 |   49 | 1274
    1 |   27 |    3 | 27
    1 |   27 |    9 | 27
    1 |   27 |   27 | 27
    2 |   27 |    2 | 54
    2 |   27 |    3 | 54
    2 |   27 |    9 | 54
    2 |   27 |   27 | 54
    4 |   27 |    2 | 108
    4 |   27 |    3 | 108
    4 |   27 |    4 | 108
    4 |   27 |    9 | 108
    4 |   27 |   27 | 108
    5 |   27 |    3 | 135
    5 |   27 |    5 | 135
    5 |   27 |    9 | 135
